Crop,Asset,Best_Correlation,Timing,Sync_Corr,Lag_1W_Corr,Lag_1M_Corr
蘿蔔乾,Commodity Index,0.0339,Leading (1 Month),-0.0203,-0.0126,0.0339
醃瓜-漬,Consumer Staples,0.6559,Synchronized,0.6559,0.6314,0.5737
醃瓜-漬,Taiwan Weighted,0.6003,Leading (1 Month),0.5759,0.5798,0.6003
醃瓜-漬,Gold,0.428,Synchronized,0.428,0.4185,0.3963
醃瓜-漬,Gas (Fertilizer),0.3891,Synchronized,0.3891,0.373,0.3106
醃瓜-漬,Commodity Index,0.3629,Leading (1 Month),0.214,0.2404,0.3629
醃瓜-漬,Oil (Cost),-0.3005,Synchronized,-0.3005,-0.2683,-0.142
醃瓜-漬,Agri-Business ETF,-0.1366,Leading (1 Week),-0.1099,-0.1366,-0.1265
醃瓜-漬,USD/TWD,0.1334,Leading (1 Month),0.1046,0.1225,0.1334
熟筍-桂竹筍,Oil (Cost),-0.2886,Leading (1 Month),-0.1412,-0.1697,-0.2886
熟筍-桂竹筍,Gas (Fertilizer),0.2661,Leading (1 Week),0.245,0.2661,0.2351
熟筍-桂竹筍,Gold,0.2096,Leading (1 Month),0.1998,0.2006,0.2096
熟筍-桂竹筍,Commodity Index,0.1966,Synchronized,0.1966,0.1912,0.0765
熟筍-桂竹筍,USD/TWD,-0.1226,Leading (1 Week),-0.12,-0.1226,-0.0763
熟筍-桂竹筍,Consumer Staples,-0.0956,Synchronized,-0.0956,-0.0727,0.0801
熟筍-桂竹筍,Agri-Business ETF,0.0691,Leading (1 Week),0.0309,0.0691,0.0588
熟筍-桂竹筍,Taiwan Weighted,0.0246,Leading (1 Week),0.0046,0.0246,-0.0134
桶筍-綠竹筍,USD/TWD,0.1931,Synchronized,0.1931,0.1477,-0.0961
桶筍-綠竹筍,Gas (Fertilizer),-0.1751,Leading (1 Month),-0.097,-0.1275,-0.1751
桶筍-綠竹筍,Gold,-0.175,Leading (1 Week),-0.1356,-0.175,-0.1131
桶筍-綠竹筍,Oil (Cost),0.1583,Leading (1 Week),0.0821,0.1583,0.0113
桶筍-綠竹筍,Consumer Staples,-0.1528,Leading (1 Week),-0.118,-0.1528,-0.0612
桶筍-綠竹筍,Taiwan Weighted,-0.1395,Leading (1 Month),-0.0788,-0.0031,-0.1395
桶筍-綠竹筍,Commodity Index,-0.1188,Synchronized,-0.1188,0.0249,-0.1112
桶筍-綠竹筍,Agri-Business ETF,-0.1168,Synchronized,-0.1168,-0.1042,0.022
筍茸,Taiwan Weighted,0.1546,Leading (1 Week),0.15,0.1546,0.1236
筍茸,Gold,0.1354,Leading (1 Week),0.1297,0.1354,0.123
筍茸,Oil (Cost),-0.1329,Leading (1 Week),-0.1196,-0.1329,-0.0921
筍茸,Consumer Staples,0.1145,Leading (1 Month),0.1007,0.1057,0.1145
筍茸,Agri-Business ETF,0.1123,Leading (1 Week),0.0958,0.1123,0.098
筍茸,USD/TWD,-0.1116,Leading (1 Month),-0.081,-0.0888,-0.1116
筍茸,Commodity Index,0.063,Synchronized,0.063,0.0213,0.0365
筍茸,Gas (Fertilizer),0.053,Synchronized,0.053,0.0322,0.003
朴菜,Commodity Index,0.0872,Leading (1 Month),0.0637,0.0459,0.0872
朴菜,Taiwan Weighted,0.0727,Synchronized,0.0727,0.0478,-0.0062
朴菜,Agri-Business ETF,0.0667,Leading (1 Month),-0.0362,-0.0017,0.0667
朴菜,Oil (Cost),0.0579,Leading (1 Month),0.0514,0.0466,0.0579
朴菜,Gas (Fertilizer),-0.0487,Synchronized,-0.0487,-0.0131,-0.0412
朴菜,USD/TWD,0.0235,Synchronized,0.0235,0.0104,0.0077
朴菜,Consumer Staples,-0.0229,Leading (1 Week),-0.0168,-0.0229,-0.0151
朴菜,Gold,-0.0154,Leading (1 Week),0.0034,-0.0154,-0.0143
梨-蜜梨,Taiwan Weighted,-0.4578,Leading (1 Month),-0.3892,-0.3091,-0.4578
梨-蜜梨,Oil (Cost),0.3342,Leading (1 Month),0.2157,0.2398,0.3342
梨-蜜梨,Agri-Business ETF,-0.261,Leading (1 Month),0.0955,-0.0366,-0.261
梨-蜜梨,Gold,-0.2465,Leading (1 Month),-0.1993,-0.1994,-0.2465
梨-蜜梨,Consumer Staples,-0.1751,Leading (1 Month),0.0778,0.102,-0.1751
梨-蜜梨,USD/TWD,-0.1472,Synchronized,-0.1472,0.0855,0.101
梨-蜜梨,Gas (Fertilizer),-0.133,Leading (1 Month),0.1194,-0.0562,-0.133
梨-蜜梨,Commodity Index,-0.1323,Leading (1 Month),-0.0141,-0.0177,-0.1323
番石榴-其他,Gas (Fertilizer),0.4513,Synchronized,0.4513,0.4366,0.3123
番石榴-其他,Oil (Cost),-0.353,Leading (1 Week),-0.3435,-0.353,-0.3431
番石榴-其他,USD/TWD,0.2033,Leading (1 Month),0.1104,0.1263,0.2033
番石榴-其他,Agri-Business ETF,-0.1979,Leading (1 Month),-0.1518,-0.179,-0.1979
番石榴-其他,Gold,0.1772,Leading (1 Month),0.1339,0.1615,0.1772
番石榴-其他,Commodity Index,-0.1311,Leading (1 Month),-0.086,-0.0805,-0.1311
番石榴-其他,Taiwan Weighted,0.0973,Leading (1 Month),-0.0431,-0.0021,0.0973
番石榴-其他,Consumer Staples,-0.0843,Synchronized,-0.0843,-0.0742,-0.0295
番石榴-珍珠芭,Oil (Cost),-0.3941,Synchronized,-0.3941,-0.3842,-0.3144
番石榴-珍珠芭,Gas (Fertilizer),0.3705,Synchronized,0.3705,0.3622,0.3012
番石榴-珍珠芭,USD/TWD,0.3345,Leading (1 Month),0.1427,0.1793,0.3345
番石榴-珍珠芭,Agri-Business ETF,-0.305,Leading (1 Month),-0.2138,-0.2415,-0.305
番石榴-珍珠芭,Commodity Index,-0.3038,Synchronized,-0.3038,-0.2776,-0.1872
番石榴-珍珠芭,Gold,0.1472,Leading (1 Month),0.1109,0.1208,0.1472
番石榴-珍珠芭,Taiwan Weighted,0.1288,Leading (1 Month),-0.0447,-0.0005,0.1288
番石榴-珍珠芭,Consumer Staples,0.0915,Synchronized,0.0915,0.0723,0.0664
番石榴-紅心,Gas (Fertilizer),0.433,Synchronized,0.433,0.427,0.3336
番石榴-紅心,Oil (Cost),-0.3599,Leading (1 Week),-0.3552,-0.3599,-0.3496
番石榴-紅心,USD/TWD,0.2384,Leading (1 Month),0.078,0.1069,0.2384
番石榴-紅心,Agri-Business ETF,-0.1932,Leading (1 Month),-0.1332,-0.1389,-0.1932
番石榴-紅心,Commodity Index,-0.1759,Synchronized,-0.1759,-0.148,-0.1308
番石榴-紅心,Gold,0.1731,Leading (1 Month),0.1037,0.1288,0.1731
番石榴-紅心,Taiwan Weighted,0.128,Leading (1 Month),-0.0277,0.0174,0.128
番石榴-紅心,Consumer Staples,0.0487,Leading (1 Month),0.0218,0.028,0.0487
番石榴-帝王芭,Oil (Cost),-0.3992,Leading (1 Week),-0.397,-0.3992,-0.3686
番石榴-帝王芭,Gas (Fertilizer),0.3905,Synchronized,0.3905,0.3848,0.3172
番石榴-帝王芭,USD/TWD,0.2683,Leading (1 Month),0.0607,0.1017,0.2683
番石榴-帝王芭,Agri-Business ETF,-0.2595,Leading (1 Month),-0.1579,-0.191,-0.2595
番石榴-帝王芭,Commodity Index,-0.2553,Synchronized,-0.2553,-0.2384,-0.1812
番石榴-帝王芭,Gold,0.1947,Leading (1 Month),0.1577,0.1685,0.1947
番石榴-帝王芭,Consumer Staples,0.1204,Synchronized,0.1204,0.1014,0.0867
番石榴-帝王芭,Taiwan Weighted,0.1032,Leading (1 Month),-0.022,0.0096,0.1032
番石榴-水晶無子,Oil (Cost),-0.3502,Synchronized,-0.3502,-0.3228,-0.3381
番石榴-水晶無子,Gas (Fertilizer),0.321,Synchronized,0.321,0.311,0.2903
番石榴-水晶無子,Gold,0.2479,Leading (1 Month),0.1781,0.1911,0.2479
番石榴-水晶無子,Taiwan Weighted,0.2455,Leading (1 Month),0.095,0.1163,0.2455
番石榴-水晶無子,Commodity Index,-0.0726,Synchronized,-0.0726,-0.0291,0.0303
番石榴-水晶無子,Consumer Staples,-0.0635,Synchronized,-0.0635,-0.0603,0.029
番石榴-水晶無子,USD/TWD,-0.0448,Synchronized,-0.0448,-0.0269,0.0218
番石榴-水晶無子,Agri-Business ETF,0.0097,Synchronized,0.0097,-0.0015,-0.0021
蓮霧-其他,USD/TWD,0.4241,Leading (1 Week),0.3117,0.4241,0.3577
蓮霧-其他,Agri-Business ETF,-0.3965,Leading (1 Week),-0.3354,-0.3965,-0.238
蓮霧-其他,Oil (Cost),-0.3274,Synchronized,-0.3274,-0.31,0.0221
蓮霧-其他,Taiwan Weighted,0.3261,Leading (1 Month),0.0751,0.0775,0.3261
蓮霧-其他,Consumer Staples,0.3231,Leading (1 Week),0.3185,0.3231,0.1162
蓮霧-其他,Gas (Fertilizer),0.2918,Leading (1 Month),0.2887,0.249,0.2918
蓮霧-其他,Gold,0.2816,Synchronized,0.2816,0.2408,-0.0077
蓮霧-其他,Commodity Index,0.2062,Leading (1 Month),-0.0692,-0.0923,0.2062
蓮霧-紅蓮霧,Taiwan Weighted,0.5706,Synchronized,0.5706,0.5669,0.5409
蓮霧-紅蓮霧,Gold,0.4178,Synchronized,0.4178,0.4115,0.3691
蓮霧-紅蓮霧,Oil (Cost),-0.3657,Synchronized,-0.3657,-0.3317,-0.2275
蓮霧-紅蓮霧,Consumer Staples,0.3622,Leading (1 Month),0.3268,0.3433,0.3622
蓮霧-紅蓮霧,Agri-Business ETF,0.3532,Leading (1 Month),0.2239,0.2513,0.3532
蓮霧-紅蓮霧,USD/TWD,-0.3045,Leading (1 Month),-0.1709,-0.1953,-0.3045
蓮霧-紅蓮霧,Commodity Index,0.2633,Leading (1 Month),0.1357,0.1641,0.2633
蓮霧-紅蓮霧,Gas (Fertilizer),0.0378,Synchronized,0.0378,0.0174,0.0307
蓮霧-巴掌蓮霧,USD/TWD,0.4099,Leading (1 Month),0.3977,0.4024,0.4099
蓮霧-巴掌蓮霧,Agri-Business ETF,-0.385,Leading (1 Month),-0.3657,-0.3418,-0.385
蓮霧-巴掌蓮霧,Taiwan Weighted,-0.2656,Synchronized,-0.2656,-0.2579,-0.0217
蓮霧-巴掌蓮霧,Commodity Index,-0.2185,Leading (1 Week),-0.1864,-0.2185,-0.2051
蓮霧-巴掌蓮霧,Gold,-0.2049,Leading (1 Month),-0.1223,-0.1477,-0.2049
蓮霧-巴掌蓮霧,Consumer Staples,-0.1238,Synchronized,-0.1238,-0.123,-0.1085
蓮霧-巴掌蓮霧,Gas (Fertilizer),0.1166,Synchronized,0.1166,0.0471,0.0372
蓮霧-巴掌蓮霧,Oil (Cost),-0.0512,Synchronized,-0.0512,-0.0501,0.0461
芒果-其他,Taiwan Weighted,-0.3867,Synchronized,-0.3867,-0.3444,-0.1323
芒果-其他,Agri-Business ETF,-0.3581,Leading (1 Month),-0.2801,-0.2793,-0.3581
芒果-其他,Gas (Fertilizer),0.2981,Leading (1 Month),0.1897,0.2413,0.2981
芒果-其他,USD/TWD,0.2915,Leading (1 Month),0.2397,0.2651,0.2915
芒果-其他,Consumer Staples,-0.2743,Synchronized,-0.2743,-0.2524,-0.1943
芒果-其他,Commodity Index,-0.2119,Synchronized,-0.2119,-0.1904,-0.1311
芒果-其他,Oil (Cost),-0.1369,Leading (1 Week),-0.1185,-0.1369,-0.0827
芒果-其他,Gold,-0.0934,Leading (1 Month),-0.0812,-0.0835,-0.0934
芒果-愛文,Gold,0.4417,Synchronized,0.4417,0.4284,0.3935
芒果-愛文,Oil (Cost),-0.4268,Synchronized,-0.4268,-0.4169,-0.3836
芒果-愛文,Consumer Staples,0.3824,Leading (1 Month),0.2789,0.2687,0.3824
芒果-愛文,Taiwan Weighted,0.3527,Leading (1 Month),0.2785,0.2322,0.3527
芒果-愛文,Agri-Business ETF,0.2472,Synchronized,0.2472,0.2245,0.1173
芒果-愛文,USD/TWD,-0.1687,Synchronized,-0.1687,-0.1388,-0.1545
芒果-愛文,Commodity Index,-0.1673,Leading (1 Month),-0.1221,-0.1041,-0.1673
芒果-愛文,Gas (Fertilizer),0.0541,Leading (1 Week),0.0023,0.0541,0.0495
芒果-玉文,Taiwan Weighted,-0.5416,Synchronized,-0.5416,-0.3516,0.018
芒果-玉文,Commodity Index,-0.3837,Leading (1 Month),-0.2861,-0.3778,-0.3837
芒果-玉文,Gas (Fertilizer),-0.3593,Leading (1 Month),0.0876,-0.1122,-0.3593
芒果-玉文,USD/TWD,0.2852,Leading (1 Month),-0.0256,0.0795,0.2852
芒果-玉文,Agri-Business ETF,-0.2765,Leading (1 Month),-0.0425,-0.0675,-0.2765
芒果-玉文,Oil (Cost),-0.2234,Synchronized,-0.2234,-0.1496,0.1101
芒果-玉文,Gold,-0.1767,Leading (1 Month),0.1266,0.0132,-0.1767
芒果-玉文,Consumer Staples,-0.1014,Leading (1 Month),0.0269,0.0684,-0.1014
芒果-本島,Agri-Business ETF,-0.6571,Leading (1 Month),-0.292,-0.3952,-0.6571
芒果-本島,Oil (Cost),-0.6218,Synchronized,-0.6218,-0.5908,-0.3242
芒果-本島,Gold,0.5214,Synchronized,0.5214,0.497,0.3462
芒果-本島,Commodity Index,-0.5196,Synchronized,-0.5196,-0.5046,-0.2517
芒果-本島,Consumer Staples,0.4606,Synchronized,0.4606,0.4482,0.3945
芒果-本島,Gas (Fertilizer),0.4422,Leading (1 Month),0.3952,0.3907,0.4422
芒果-本島,USD/TWD,0.3821,Leading (1 Month),0.0213,0.1397,0.3821
芒果-本島,Taiwan Weighted,-0.371,Leading (1 Week),-0.319,-0.371,0.0581
芒果-黑香金興,Taiwan Weighted,-0.2846,Synchronized,-0.2846,-0.2035,0.1364
芒果-黑香金興,USD/TWD,-0.2145,Leading (1 Month),-0.0869,-0.0598,-0.2145
芒果-黑香金興,Agri-Business ETF,0.1961,Leading (1 Week),0.1732,0.1961,0.1303
芒果-黑香金興,Gas (Fertilizer),-0.1929,Leading (1 Week),-0.1429,-0.1929,-0.0382
芒果-黑香金興,Gold,0.1791,Leading (1 Month),0.1215,0.1117,0.1791
芒果-黑香金興,Oil (Cost),-0.161,Synchronized,-0.161,-0.084,-0.07
芒果-黑香金興,Consumer Staples,0.159,Leading (1 Month),0.0623,0.0382,0.159
芒果-黑香金興,Commodity Index,-0.124,Synchronized,-0.124,-0.0091,-0.0221
芒果-金煌,Commodity Index,-0.3865,Synchronized,-0.3865,-0.3514,-0.3261
芒果-金煌,Oil (Cost),-0.3796,Synchronized,-0.3796,-0.2891,0.007
芒果-金煌,Taiwan Weighted,-0.2956,Synchronized,-0.2956,-0.2111,0.212
芒果-金煌,Gold,0.276,Synchronized,0.276,0.2037,-0.0234
芒果-金煌,Consumer Staples,0.2516,Synchronized,0.2516,0.2433,0.1598
芒果-金煌,Gas (Fertilizer),-0.2104,Leading (1 Month),0.0994,-0.0059,-0.2104
芒果-金煌,Agri-Business ETF,-0.1578,Leading (1 Week),-0.1159,-0.1578,-0.1403
芒果-金煌,USD/TWD,0.1343,Leading (1 Week),0.1044,0.1343,0.0724
芒果-芒果青,Gas (Fertilizer),0.4202,Synchronized,0.4202,0.4129,0.3684
芒果-芒果青,Agri-Business ETF,-0.3087,Synchronized,-0.3087,-0.2659,-0.1409
芒果-芒果青,Taiwan Weighted,0.2502,Leading (1 Month),0.1611,0.1876,0.2502
芒果-芒果青,USD/TWD,0.2254,Synchronized,0.2254,0.2007,0.1143
芒果-芒果青,Oil (Cost),-0.2123,Leading (1 Month),-0.2016,-0.2037,-0.2123
芒果-芒果青,Gold,0.1188,Synchronized,0.1188,0.11,0.0885
芒果-芒果青,Consumer Staples,0.0731,Leading (1 Month),-0.0014,0.0146,0.0731
芒果-芒果青,Commodity Index,0.0227,Leading (1 Week),0.0222,0.0227,-0.002
葡萄-巨峰,USD/TWD,0.2951,Leading (1 Month),0.1673,0.2064,0.2951
葡萄-巨峰,Gold,0.2487,Synchronized,0.2487,0.2322,0.1522
葡萄-巨峰,Oil (Cost),-0.2367,Synchronized,-0.2367,-0.2056,-0.0769
葡萄-巨峰,Gas (Fertilizer),0.1413,Synchronized,0.1413,0.11,-0.0075
葡萄-巨峰,Consumer Staples,0.1243,Synchronized,0.1243,0.1193,0.0506
葡萄-巨峰,Agri-Business ETF,-0.1167,Leading (1 Month),-0.0677,-0.072,-0.1167
葡萄-巨峰,Commodity Index,0.0975,Leading (1 Week),0.0944,0.0975,0.0917
葡萄-巨峰,Taiwan Weighted,0.0759,Synchronized,0.0759,0.0707,0.0433
葡萄-進口,Oil (Cost),0.238,Synchronized,0.238,0.2243,0.228
葡萄-進口,Commodity Index,0.2125,Leading (1 Month),0.0902,0.12,0.2125
葡萄-進口,Gold,-0.1625,Synchronized,-0.1625,-0.1591,-0.1289
葡萄-進口,Gas (Fertilizer),-0.1052,Leading (1 Month),-0.0518,-0.0545,-0.1052
葡萄-進口,Agri-Business ETF,-0.1031,Synchronized,-0.1031,-0.066,0.0572
葡萄-進口,USD/TWD,0.0976,Synchronized,0.0976,0.0872,0.0765
葡萄-進口,Taiwan Weighted,0.0926,Synchronized,0.0926,0.0742,0.0351
葡萄-進口,Consumer Staples,-0.0809,Leading (1 Week),-0.0794,-0.0809,-0.0559
蘿蔔-矸仔,Commodity Index,0.4703,Leading (1 Week),0.403,0.4703,0.2814
蘿蔔-矸仔,Gold,0.462,Leading (1 Week),0.4276,0.462,0.2001
蘿蔔-矸仔,Oil (Cost),0.4303,Leading (1 Week),0.3609,0.4303,0.2866
蘿蔔-矸仔,Agri-Business ETF,0.3982,Leading (1 Month),-0.267,-0.0503,0.3982
蘿蔔-矸仔,USD/TWD,0.3727,Synchronized,0.3727,0.3156,0.2034
蘿蔔-矸仔,Consumer Staples,0.3427,Leading (1 Month),0.2582,0.1521,0.3427
蘿蔔-矸仔,Taiwan Weighted,0.3331,Leading (1 Month),0.2651,0.3199,0.3331
蘿蔔-矸仔,Gas (Fertilizer),-0.2324,Leading (1 Month),-0.1554,-0.0806,-0.2324
蘿蔔-甜菜根,Gold,0.5948,Leading (1 Month),0.5521,0.5592,0.5948
蘿蔔-甜菜根,Taiwan Weighted,0.5404,Leading (1 Week),0.5211,0.5404,0.5175
蘿蔔-甜菜根,Oil (Cost),-0.4504,Synchronized,-0.4504,-0.4225,-0.3826
蘿蔔-甜菜根,Agri-Business ETF,0.4006,Leading (1 Month),0.2796,0.2836,0.4006
蘿蔔-甜菜根,USD/TWD,-0.381,Leading (1 Month),-0.3264,-0.3514,-0.381
蘿蔔-甜菜根,Commodity Index,0.3646,Leading (1 Week),0.3414,0.3646,0.3612
蘿蔔-甜菜根,Gas (Fertilizer),0.3157,Synchronized,0.3157,0.2792,0.1739
蘿蔔-甜菜根,Consumer Staples,0.2844,Leading (1 Month),0.235,0.2281,0.2844
蘿蔔-進口,Gas (Fertilizer),-0.3833,Leading (1 Month),-0.1569,-0.1992,-0.3833
蘿蔔-進口,Taiwan Weighted,0.2312,Leading (1 Month),0.2222,0.2264,0.2312
蘿蔔-進口,USD/TWD,0.1565,Synchronized,0.1565,0.138,0.0923
蘿蔔-進口,Consumer Staples,0.152,Synchronized,0.152,0.1107,0.041
蘿蔔-進口,Commodity Index,-0.1255,Leading (1 Month),-0.1046,-0.0971,-0.1255
蘿蔔-進口,Oil (Cost),0.0551,Leading (1 Month),-0.0105,0.0103,0.0551
蘿蔔-進口,Agri-Business ETF,0.0538,Leading (1 Month),0.027,0.0348,0.0538
蘿蔔-進口,Gold,0.0084,Leading (1 Week),0.0068,0.0084,-0.0024
胡蘿蔔-未洗,Taiwan Weighted,0.5726,Leading (1 Month),0.0667,0.171,0.5726
胡蘿蔔-未洗,Consumer Staples,0.5415,Leading (1 Month),-0.0263,0.0801,0.5415
胡蘿蔔-未洗,Oil (Cost),-0.5321,Leading (1 Month),-0.3514,-0.3961,-0.5321
胡蘿蔔-未洗,Gold,0.5245,Leading (1 Month),0.1393,0.2187,0.5245
胡蘿蔔-未洗,Gas (Fertilizer),0.3926,Leading (1 Month),0.2896,0.3203,0.3926
胡蘿蔔-未洗,USD/TWD,-0.1361,Leading (1 Month),-0.1275,-0.1239,-0.1361
胡蘿蔔-未洗,Commodity Index,-0.1117,Synchronized,-0.1117,-0.0726,0.0886
胡蘿蔔-未洗,Agri-Business ETF,0.0696,Synchronized,0.0696,0.0305,0.0335
胡蘿蔔-清洗,Taiwan Weighted,0.6444,Leading (1 Month),0.3066,0.4386,0.6444
胡蘿蔔-清洗,Consumer Staples,0.6138,Leading (1 Month),0.1694,0.3236,0.6138
胡蘿蔔-清洗,Gold,0.575,Leading (1 Month),0.3063,0.4069,0.575
胡蘿蔔-清洗,Oil (Cost),-0.5381,Leading (1 Month),-0.49,-0.5357,-0.5381
胡蘿蔔-清洗,Gas (Fertilizer),0.3205,Leading (1 Week),0.2911,0.3205,0.2691
胡蘿蔔-清洗,USD/TWD,-0.313,Leading (1 Month),-0.2266,-0.253,-0.313
胡蘿蔔-清洗,Agri-Business ETF,0.2788,Leading (1 Month),0.1796,0.2102,0.2788
胡蘿蔔-清洗,Commodity Index,0.1708,Leading (1 Month),-0.0292,0.0319,0.1708
胡蘿蔔-進口,Consumer Staples,0.2779,Leading (1 Month),0.1022,0.2135,0.2779
胡蘿蔔-進口,Gas (Fertilizer),-0.2254,Synchronized,-0.2254,-0.0551,0.1184
胡蘿蔔-進口,USD/TWD,-0.185,Synchronized,-0.185,-0.1541,-0.0433
胡蘿蔔-進口,Gold,0.119,Leading (1 Week),0.0708,0.119,0.0711
胡蘿蔔-進口,Taiwan Weighted,0.0947,Leading (1 Month),0.0097,0.0864,0.0947
胡蘿蔔-進口,Agri-Business ETF,0.0934,Synchronized,0.0934,0.0753,-0.0103
胡蘿蔔-進口,Oil (Cost),-0.0592,Synchronized,-0.0592,-0.0455,0.0423
胡蘿蔔-進口,Commodity Index,0.0486,Leading (1 Month),-0.028,0.0481,0.0486
馬鈴薯-本產,Consumer Staples,-0.4775,Synchronized,-0.4775,-0.4466,-0.2705
馬鈴薯-本產,Taiwan Weighted,-0.4126,Synchronized,-0.4126,-0.3639,-0.1951
馬鈴薯-本產,Gas (Fertilizer),0.2865,Leading (1 Month),0.0813,0.1272,0.2865
馬鈴薯-本產,Gold,-0.2842,Synchronized,-0.2842,-0.2674,-0.2014
馬鈴薯-本產,Agri-Business ETF,-0.279,Leading (1 Month),-0.1373,-0.1691,-0.279
馬鈴薯-本產,USD/TWD,0.1601,Leading (1 Month),0.1084,0.1335,0.1601
馬鈴薯-本產,Commodity Index,-0.1479,Synchronized,-0.1479,-0.1085,-0.0633
馬鈴薯-本產,Oil (Cost),0.081,Leading (1 Week),0.0739,0.081,0.0592
馬鈴薯-進口,Commodity Index,-0.2755,Synchronized,-0.2755,-0.2252,-0.1434
馬鈴薯-進口,Gold,-0.2454,Synchronized,-0.2454,-0.2313,-0.192
馬鈴薯-進口,Gas (Fertilizer),-0.1675,Synchronized,-0.1675,-0.1518,-0.1415
馬鈴薯-進口,USD/TWD,0.1497,Leading (1 Week),0.1474,0.1497,0.0856
馬鈴薯-進口,Oil (Cost),0.1429,Leading (1 Month),0.0907,0.1125,0.1429
馬鈴薯-進口,Agri-Business ETF,-0.1255,Synchronized,-0.1255,-0.0926,-0.0421
馬鈴薯-進口,Taiwan Weighted,-0.0961,Synchronized,-0.0961,-0.0655,0.0163
馬鈴薯-進口,Consumer Staples,-0.039,Synchronized,-0.039,-0.0109,0.0226
洋蔥-本產,Taiwan Weighted,0.5866,Leading (1 Month),0.3484,0.4051,0.5866
洋蔥-本產,Oil (Cost),-0.542,Leading (1 Month),-0.5068,-0.5275,-0.542
洋蔥-本產,Gas (Fertilizer),0.4984,Synchronized,0.4984,0.4633,0.3582
洋蔥-本產,Consumer Staples,0.4946,Leading (1 Month),0.187,0.2562,0.4946
洋蔥-本產,Gold,0.4905,Leading (1 Month),0.3349,0.3689,0.4905
洋蔥-本產,USD/TWD,-0.1452,Leading (1 Month),-0.1318,-0.1392,-0.1452
洋蔥-本產,Agri-Business ETF,0.1154,Leading (1 Month),0.0504,0.072,0.1154
洋蔥-本產,Commodity Index,0.0394,Leading (1 Month),-0.0263,-0.0212,0.0394
洋蔥-進口,Commodity Index,-0.1959,Leading (1 Month),-0.1758,-0.1912,-0.1959
洋蔥-進口,USD/TWD,0.1776,Synchronized,0.1776,0.1635,0.1474
洋蔥-進口,Taiwan Weighted,0.1644,Leading (1 Month),0.0426,0.0834,0.1644
洋蔥-進口,Gas (Fertilizer),0.1625,Synchronized,0.1625,0.1236,-0.036
洋蔥-進口,Gold,-0.1538,Synchronized,-0.1538,-0.1404,-0.0652
洋蔥-進口,Agri-Business ETF,-0.1429,Leading (1 Month),-0.1195,-0.0964,-0.1429
洋蔥-進口,Consumer Staples,-0.1,Synchronized,-0.1,-0.068,0.0572
洋蔥-進口,Oil (Cost),-0.0737,Leading (1 Month),-0.0374,-0.0561,-0.0737
青蔥-日蔥,Taiwan Weighted,0.5083,Leading (1 Month),0.4595,0.4751,0.5083
青蔥-日蔥,Consumer Staples,0.3981,Leading (1 Month),0.3661,0.3752,0.3981
青蔥-日蔥,Oil (Cost),-0.3179,Leading (1 Week),-0.3178,-0.3179,-0.2665
青蔥-日蔥,Gas (Fertilizer),0.2493,Synchronized,0.2493,0.1962,0.0584
青蔥-日蔥,Gold,0.2453,Leading (1 Month),0.2306,0.2341,0.2453
青蔥-日蔥,Agri-Business ETF,-0.1553,Synchronized,-0.1553,-0.1145,0.0351
青蔥-日蔥,USD/TWD,0.1525,Synchronized,0.1525,0.1167,0.0065
青蔥-日蔥,Commodity Index,-0.0827,Leading (1 Week),-0.0787,-0.0827,-0.0118
青蔥-北蔥,Agri-Business ETF,0.5392,Leading (1 Month),0.4008,0.4673,0.5392
青蔥-北蔥,Consumer Staples,0.5206,Leading (1 Month),0.4024,0.4471,0.5206
青蔥-北蔥,USD/TWD,-0.5097,Leading (1 Month),-0.3459,-0.3951,-0.5097
青蔥-北蔥,Oil (Cost),-0.4723,Synchronized,-0.4723,-0.4552,-0.3849
青蔥-北蔥,Gold,0.4466,Leading (1 Week),0.4403,0.4466,0.4417
青蔥-北蔥,Taiwan Weighted,0.4327,Synchronized,0.4327,0.4246,0.3688
青蔥-北蔥,Gas (Fertilizer),-0.2194,Leading (1 Month),-0.1484,-0.2027,-0.2194
青蔥-北蔥,Commodity Index,0.1672,Leading (1 Month),0.1006,0.1113,0.1672
青蔥-紅蔥頭,Taiwan Weighted,0.4374,Leading (1 Month),0.281,0.3118,0.4374
青蔥-紅蔥頭,USD/TWD,0.2536,Synchronized,0.2536,0.2321,0.1581
青蔥-紅蔥頭,Gas (Fertilizer),-0.2029,Leading (1 Month),0.0327,-0.0178,-0.2029
青蔥-紅蔥頭,Consumer Staples,0.1901,Leading (1 Month),-0.0356,0.0074,0.1901
青蔥-紅蔥頭,Agri-Business ETF,-0.1618,Synchronized,-0.1618,-0.1612,-0.0477
青蔥-紅蔥頭,Commodity Index,-0.144,Leading (1 Week),-0.1223,-0.144,-0.0939
青蔥-紅蔥頭,Gold,-0.0846,Synchronized,-0.0846,-0.0658,0.015
青蔥-紅蔥頭,Oil (Cost),-0.0242,Leading (1 Week),-0.012,-0.0242,0.0053
青蔥-粉蔥,Taiwan Weighted,0.5644,Synchronized,0.5644,0.5566,0.5135
青蔥-粉蔥,Consumer Staples,0.4257,Leading (1 Month),0.3574,0.3845,0.4257
青蔥-粉蔥,Agri-Business ETF,0.3985,Leading (1 Month),0.2617,0.3108,0.3985
青蔥-粉蔥,Gold,0.3731,Synchronized,0.3731,0.3716,0.3512
青蔥-粉蔥,Oil (Cost),-0.3705,Synchronized,-0.3705,-0.3541,-0.2664
